"Event_year","Park_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","Point_code","Location_type","Location_status","Event_excluded","DPL_code","Event_ID","Habitat_num","Veg_type_code","Canopy_cover","Tree_size_class","Habitat_notes","Is_forested","Detection_class"
2021,"MORA","High","4003","Active","Annual","1","4003.SW04","Survey","Active",0,"P",18677,1,"MICO","41-70","53-81 cm",,1,"Dense"
2021,"MORA","High","4003","Active","Annual","1","4003.SW05","Survey","Active",0,"P",18678,1,"MICO","41-70","53-81 cm",,1,"Dense"
2021,"MORA","High","4003","Active","Annual","1","4003.SW06","Survey","Active",0,"P",18679,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","High","4003","Active","Annual","1","4003.SW07","Additional","Active",0,"P",18680,1,"MICO","41-70","53-81 cm",,1,"Dense"
2021,"MORA","High","4003","Active","Annual","1","4003.SW08","Additional","Active",0,"P",18681,1,"WEHE","11-40","23-53 cm",,1,"Dense"
2021,"MORA","High","4003","Active","Annual","1","4003.SW09","New","Active",0,"P",18682,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE01","Survey","Active",0,"R",19403,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE02","Survey","Active",0,"R",19404,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE04","Survey","Active",0,"R",19405,1,"MICO","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE05","Survey","Active",0,"R",19406,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE06","Survey","Active",0,"R",19407,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE07","Additional","Active",0,"R",19408,1,"MOHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE08","Additional","Active",0,"R",19409,1,"SNOW",,,,0,"Sparse"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE08","Additional","Active",0,"R",19409,2,"MOHE","11-40","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE09","Additional","Active",0,"R",19410,1,"MOHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE10","Additional","Active",0,"R",19411,1,"MOHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE11","Additional","Active",0,"R",19412,1,"SNOW",,,,0,"Sparse"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE11","Additional","Active",0,"R",19412,2,"MOHE","<11","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE12","Additional","Active",0,"R",19413,1,"SUBF","11-40","23-53 cm",,1,"Sparse"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE12","Additional","Active",0,"R",19413,2,"MEAD",,,,0,"Sparse"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE13","Additional","Active",0,"R",19414,1,"MEAD",,,,0,"Sparse"
2021,"MORA","Medium","4004","Active","Annual","1","4004.EE13","Additional","Active",0,"R",19414,2,"ALYC","<11","<23 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW01","Survey","Active",0,"R",19362,1,"DFWH","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW02","Survey","Active",0,"R",19363,1,"WRCH","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW03","Survey","Active",0,"R",19364,1,"WEHE","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW04","Survey","Active",0,"R",19365,1,"WEHE","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW05","Survey","Active",0,"R",19366,1,"WEHE","41-70","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW06","Survey","Active",0,"R",19367,1,"WEHE","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW07","Additional","Active",0,"R",19368,1,"ROSV",,,,0,"Sparse"
2021,"MORA","Medium","4004","Active","Annual","1","4004.WW07","Additional","Active",0,"R",19368,2,"REAL","41-70","23-53 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW01","Survey","Active",0,"R",19267,1,"DFWH","41-70","81-122 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW02","Survey","Active",0,"R",19268,1,"ROSV",,,,0,"Sparse"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW02","Survey","Active",0,"R",19268,2,"WATE",,,,0,"Sparse"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW03","Survey","Active",0,"R",19269,1,"ROSV",,,,0,"Sparse"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW03","Survey","Active",0,"R",19269,2,"DFWH","41-70","23-53 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW04","Survey","Active",0,"R",19270,1,"WEHE","11-40","23-53 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW05","Survey","Active",0,"R",19271,1,"DFWH","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW06","Survey","Active",0,"R",19272,1,"DOFI","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.NW07","Additional","Active",0,"R",19273,1,"DFWH","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.SE01","Survey","Active",0,"R",19262,1,"WRCH","71-100","81-122 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.SE02","Survey","Active",0,"R",19263,1,"WEHE","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.SE03","Survey","Active",0,"R",19264,1,"DFWH",,"53-81 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.SE04","Survey","Active",0,"R",19265,1,"MICO","11-40","53-81 cm",,1,"Dense"
2021,"MORA","Low","4005","Active","Annual","1","4005.SE05","Survey","Active",0,"R",19266,1,"DFWH","71-100","53-81 cm",,1,"Dense"
2021,"MORA","High","4007","Active","Annual","1","4007.NN01","Survey","Active",0,"R",19441,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN02","Survey","Active",0,"R",19442,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN03","Survey","Active",0,"R",19443,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN04","Survey","Active",0,"R",19444,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN04","Survey","Active",0,"R",19444,2,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN05","Survey","Active",0,"R",19445,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN05","Survey","Active",0,"R",19445,2,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN06","Survey","Active",0,"R",19446,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN07","Additional","Active",0,"R",19447,1,"ROSV",,,"Some small forbes",0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN08","Additional","Active",0,"R",19448,1,"ROSV",,,"Small forbes",0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN09","Additional","Active",0,"R",19449,1,"ROSV",,,"Large patches of snow",0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN10","Additional","Active",0,"R",19450,1,"ROSV",,,"Lare snow bank to north",0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.NN10","Additional","Active",0,"R",19450,2,"SNOW",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS01","Survey","Active",0,"R",19426,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS02","Survey","Active",0,"R",19427,1,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS03","Survey","Active",0,"R",19428,1,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS04","Survey","Active",0,"R",19429,1,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS05","Survey","Active",0,"R",19430,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS05","Survey","Active",0,"R",19430,2,"SUBF","<11","23-53 cm",,1,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS06","Survey","Active",0,"R",19431,1,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS07","Additional","Active",0,"R",19432,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS08","Additional","Active",0,"R",19433,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS09","Additional","Active",0,"R",19434,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS09","Additional","Active",0,"R",19434,2,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS10","Additional","Active",0,"R",19435,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS11","Additional","Active",0,"R",19436,1,"HEAT",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS12","Additional","Active",0,"R",19437,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS13","Additional","Active",0,"R",19438,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS14","Additional","Active",0,"R",19439,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4007","Active","Annual","1","4007.SS15","Additional","Active",0,"R",19440,1,"ROSV",,,,0,"Sparse"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW01","Survey","Active",0,"R",18622,1,"WEHE","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW02","Survey","Active",0,"R",18623,1,"DFWH","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW03","Survey","Active",0,"R",18624,1,"DFWH","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW04","Survey","Active",0,"R",18625,1,"DFWH","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW05","Survey","Active",0,"R",18626,1,"DFWH","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW06","Survey","Active",0,"R",18627,1,"WEHE","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW07","Additional","Active",0,"R",18628,1,"DFWH","71-100","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW08","Additional","Active",0,"R",18629,1,"MICO","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.SW09","Additional","Active",0,"R",18630,1,"MICO","41-70","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW01","Survey","Active",0,"R",18631,1,"DOFI","41-70","53-81 cm","PASF and WEHE",1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW02","Survey","Active",0,"R",18632,1,"DFWH","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW03","Survey","Active",0,"R",18633,1,"WEHE","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW04","Survey","Active",0,"R",18634,1,"PASF","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW05","Survey","Active",0,"R",18635,1,"PASF","11-40","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW05","Survey","Active",0,"R",18635,2,"SHRU",,,"false azalea",0,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW06","Survey","Active",0,"R",18636,1,"PASF","41-70","23-53 cm","DOFI and WEHE",1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW07","Additional","Active",0,"R",18637,1,"PASF","41-70","53-81 cm","lots of ALYC too",1,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW07","Additional","Active",0,"R",18637,2,"SHRU",,,"thick slide alder",0,"Dense"
2021,"MORA","Medium","4009","Active","Annual","1","4009.WW08","Additional","Active",0,"R",18638,1,"PASF","11-40","23-53 cm","SUBF and white pine too",1,"Dense"
2021,"MORA","High","4011","Active","Annual","1","4011.NE01","Survey","Active",0,"R",18883,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE01","Survey","Active",0,"R",18883,2,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE02","Survey","Active",0,"R",18884,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE02","Survey","Active",0,"R",18884,2,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE03","Survey","Active",0,"R",18885,1,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE04","Survey","Active",0,"R",18886,1,"ROSV",,,"spruce and subalpine fir krummholz",0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE05","Survey","Active",0,"R",18887,1,"ROSV",,,"small patch SUBF krummholz",0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE06","Survey","Active",0,"R",18888,1,"ROSV",,,"small patch subalpine fir",0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE07","Additional","Active",0,"R",18889,1,"ROSV",,,"small stand subalpine fir",0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE08","Additional","Active",0,"R",18890,1,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE08","Additional","Active",0,"R",18890,2,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE09","Additional","Active",0,"R",18891,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.NE09","Additional","Active",0,"R",18891,2,"SUBF","<11","<23 cm","turns to subalpine forest ~35m away",1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW01","Survey","Active",0,"R",18875,1,"HEAT",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW02","Survey","Active",0,"R",18876,1,"SUBF","11-40","<23 cm",,1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW03","Survey","Active",0,"R",18877,1,"MEAD",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW04","Survey","Active",0,"R",18878,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW04","Survey","Active",0,"R",18878,2,"SUBF","<11","<23 cm",,1,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW05","Survey","Active",0,"R",18879,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW06","Survey","Active",0,"R",18880,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW07","Additional","Active",0,"R",18881,1,"ROSV",,,,0,"Sparse"
2021,"MORA","High","4011","Active","Annual","1","4011.SW08a","Additional","Active",0,"R",18882,1,"ROSV",,,,0,"Sparse"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW01","Survey","Active",0,"R",18756,1,"PASF","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW02","Survey","Active",0,"R",18757,1,"ALYC","41-70","81-122 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW03a","Survey","Active",0,"R",18758,1,"PASF","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW04","Survey","Active",0,"R",18759,1,"ALYC","11-40","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW05","Survey","Active",0,"R",18760,1,"ALYC","41-70","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW06","Survey","Active",0,"R",18761,1,"PASF","71-100","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW07","Additional","Active",0,"R",18762,1,"ALYC","41-70","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW08","Additional","Active",0,"R",18763,1,"SHRU",,,,0,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW08","Additional","Active",0,"R",18763,2,"ALYC","<11","<23 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW09","Additional","Active",0,"R",18764,1,"ALYC","41-70","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW10","Additional","Active",0,"R",18765,1,"MEAD",,,,0,"Sparse"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW10","Additional","Active",0,"R",18765,2,"ALYC","<11","<23 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW11","Additional","Active",0,"R",18766,1,"MEAD",,,,0,"Sparse"
2021,"MORA","Medium","4012","Active","Annual","1","4012.NW11","Additional","Active",0,"R",18766,2,"PASF","11-40","<23 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE01","Survey","Active",0,"R",18727,1,"PASF","11-40","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE02","Survey","Active",0,"R",18728,1,"WEHE","11-40","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE03","Survey","Active",0,"R",18729,1,"WEHE","11-40","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE04","Survey","Active",0,"R",18730,1,"WEHE","<11","53-81 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE05","Survey","Active",0,"R",18731,1,"WEHE","11-40","81-122 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE06","Survey","Active",0,"R",18732,1,"PASF","<11","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE07","Additional","Active",0,"R",18733,1,"PASF","11-40","53-81 cm","WEHE - really mixed",1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE08","Additional","Active",0,"R",18734,1,"PASF","11-40","23-53 cm","WEHE too",1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE09","Additional","Active",0,"R",18735,1,"PASF","11-40","23-53 cm",,1,"Dense"
2021,"MORA","Medium","4012","Active","Annual","1","4012.SE09","Additional","Active",0,"R",18735,2,"WEHE","11-40","53-81 cm",,1,"Dense"
