"Event_year","Park_code","Stratum_label","Site_code","Site_status","Panel_type","Panel_name","Point_code","Location_type","Location_status","Event_ID","Event_date","Event_excluded","DPL_code","DPL_date_str","Species","Sci_name","Com_name","Taxon_family","Taxon_sort","Nest_activity","Nest_obs_notes","Nest_obs_ID"
2021,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",19044,"7/16/2021",0,"R","08/10/2021 20:39","RCKI","Regulus calendula","Ruby-crowned Kinglet","Regulidae",1588,"Recent fledglings","at camp",592
2021,"OLYM","Low","3169","Active","Alternating","5","3169.TO","Origin","Active",19162,"6/10/2021",0,"R","06/16/2021 11:55","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,598
2021,"OLYM","Medium","3200","Active","Annual","1","3200.TO","Origin","Active",19318,"6/23/2021",0,"R","06/28/2021 15:26","TOSO","Myadestes townsendi","Townsend’s Solitaire","Muscicapidae",1636,"Eggs observed",,602
2021,"SAJH","Parkwide","BRCA","Active","Biennial",,"BRCA.TO","Origin","Active",19066,"5/24/2021",0,"R","06/04/2021 16:17","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings","Three seperate sightings",596
2021,"SAJH","Parkwide","BRCA","Active","Biennial",,"BRCA.TO","Origin","Active",19061,"5/28/2021",0,"R","06/04/2021 09:48","GBHE","Ardea herodias","Great Blue Heron","Ardeidae",776,"Unknown contents",,595
2021,"SAJH","Parkwide","BRCA","Active","Biennial",,"BRCA.TO","Origin","Active",19061,"5/28/2021",0,"R","06/04/2021 09:48","OSPR","Pandion haliaetus","Osprey","Accipitridae",813,"Unknown contents",,594
2020,"MORA","Low","4001","Active","Annual","1","4001.TO","Origin","Active",17735,"6/2/2020",0,"A","04/27/2021 15:30","SPSA","Actitis macularius","Spotted Sandpiper","Scolopacidae",555,"No nest observed","Territorial behavior - both adults flew out of same area and harrassed observer.",561
2020,"MORA","Medium","4002","Active","Annual","1","4002.TO","Origin","Active",17918,"6/18/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Unknown contents","flushed female from nest, couldn't locate nest",563
2020,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",18235,"6/14/2020",0,"A","04/27/2021 15:30","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Nestlings",,565
2020,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",18235,"6/14/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Unknown contents",,566
2020,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",18235,"6/14/2020",0,"A","04/27/2021 15:30","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Recent fledglings",,567
2020,"NOCA","Medium","1041","Active","Alternating","4","1041.TO","Origin","Active",16881,"6/27/2020",0,"A","04/27/2021 15:30","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,555
2020,"NOCA","Medium","1041","Active","Alternating","4","1041.TO","Origin","Active",16881,"6/27/2020",0,"A","04/27/2021 15:30","RBSA","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae",1006,"Nestlings",,556
2020,"NOCA","High","1049","Active","Alternating","4","1049.TO","Origin","Active",17001,"7/17/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,557
2020,"NOCA","Low","1122","Active","Alternating","4","1122.TO","Origin","Active",16686,"6/23/2020",0,"A","04/27/2021 15:30","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,551
2020,"NOCA","Low","1122","Active","Alternating","4","1122.TO","Origin","Active",16686,"6/23/2020",0,"A","04/27/2021 15:30","COME","Mergus merganser","Common Merganser","Anatidae",103,"Recent fledglings",,552
2020,"OLYM","Low","3121","Active","Annual","1","3121.TO","Origin","Active",18132,"6/3/2020",0,"A","04/27/2021 15:30","AMDI","Cinclus mexicanus","American Dipper","Cinclidae",1584,"Recent fledglings",,578
2020,"OLYM","Low","3121","Active","Annual","1","3121.TO","Origin","Active",18132,"6/3/2020",0,"A","04/27/2021 15:30","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,579
2020,"OLYM","Medium","3122","Active","Annual","1","3122.TO","Origin","Active",18318,"7/27/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,574
2020,"OLYM","Medium","3122","Active","Annual","1","3122.TO","Origin","Active",18318,"7/27/2020",0,"A","04/27/2021 15:30","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings",,570
2020,"OLYM","High","3124","Active","Annual","1","3124.TO","Origin","Active",18275,"7/10/2020",0,"A","04/27/2021 15:30","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,576
2020,"OLYM","High","3124","Active","Annual","1","3124.TO","Origin","Active",18275,"7/10/2020",0,"A","04/27/2021 15:30","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,577
2020,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",18282,"7/30/2020",0,"A","04/27/2021 15:30","AMPI","Anthus rubescens","American Pipit","Passeridae",1757,"Recent fledglings",,568
2020,"OLYM","Low","3126","Active","Annual","1","3126.TO","Origin","Active",16668,"6/16/2020",0,"A","04/27/2021 15:30","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Eggs observed","at point NW03",550
2020,"OLYM","Low","3126","Active","Annual","1","3126.TO","Origin","Active",16668,"6/16/2020",0,"A","04/27/2021 15:30","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings","at big log camp",549
2020,"OLYM","High","3128","Active","Annual","1","3128.TO","Origin","Active",17841,"7/4/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Eggs observed","3 eggs",562
2020,"OLYM","Medium","3130","Active","Annual","1","3130.TO","Origin","Active",18228,"6/25/2020",0,"A","04/27/2021 15:30","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,580
2020,"OLYM","Low","3155","Active","Alternating","4","3155.TO","Origin","Active",16865,"6/13/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,554
2020,"OLYM","High","3158","Active","Alternating","4","3158.TO","Origin","Active",18308,"7/19/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,575
2020,"OLYM","Low","3161","Active","Alternating","4","3161.TO","Origin","Active",18171,"6/8/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Unknown contents",,564
2020,"OLYM","Low","3161","Active","Alternating","4","3161.TO","Origin","Active",18171,"6/8/2020",0,"A","04/27/2021 15:30","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Unknown contents",,583
2020,"OLYM","Low","3163","Active","Alternating","4","3163.TO","Origin","Active",18140,"6/4/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Eggs observed",,581
2020,"OLYM","High","3164","Active","Alternating","4","3164.TO","Origin","Active",18327,"7/8/2020",0,"A","04/27/2021 15:30","TOWA","Setophaga townsendi","Townsend’s Warbler","Fringillidae",2123,"Recent fledglings",,571
2020,"OLYM","Medium","3168","Active","Alternating","4","3168.TO","Origin","Active",18267,"7/11/2020",0,"A","04/27/2021 15:30","NOGO","Accipiter gentilis","Northern Goshawk","Accipitridae",836,"Recent fledglings","almost certainly with juvenile(s)",569
2020,"OLYM","High","3173","Active","Alternating","4","3173.TO","Origin","Active",16785,"7/24/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,553
2020,"OLYM","Medium","3174","Active","Alternating","4","3174.TO","Origin","Active",18301,"7/20/2020",0,"A","04/27/2021 15:30","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,573
2020,"OLYM","Medium","3174","Active","Alternating","4","3174.TO","Origin","Active",18301,"7/20/2020",0,"A","04/27/2021 15:30","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,572
2020,"OLYM","Medium","3200","Active","Annual","1","3200.TO","Origin","Active",18213,"6/23/2020",0,"A","04/27/2021 15:30","BADO","Strix varia","Barred Owl","Strigidae",908,"Recent fledglings",,582
2019,"LEWI","Parkwide","CADI","Active","Biennial",,"CADI.TO","Origin","Active",15096,"5/26/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,544
2019,"LEWI","Parkwide","CADI","Active","Biennial",,"CADI.TO","Origin","Active",15096,"5/26/2019",0,"A","04/13/2020 16:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Building nest",,538
2019,"LEWI","Parkwide","CADI","Active","Biennial",,"CADI.TO","Origin","Active",15096,"5/26/2019",0,"A","04/13/2020 16:18","SOSP","Melospiza melodia","Song Sparrow","Fringillidae",1949,"Recent fledglings",,539
2019,"LEWI","Parkwide","CADI","Active","Biennial",,"CADI.TO","Origin","Active",15209,"5/28/2019",0,"A","04/13/2020 16:18","TUVU","Cathartes aura","Turkey Vulture","Ciconiidae",809,"Eggs observed",,543
2019,"LEWI","Parkwide","FOCL","Active","Biennial",,"FOCL.TO","Origin","Active",15060,"5/25/2019",0,"A","04/13/2020 16:18","BADO","Strix varia","Barred Owl","Strigidae",908,"Recent fledglings",,523
2019,"LEWI","Parkwide","SUBE","Active","Biennial",,"SUBE.TO","Origin","Active",15759,"5/29/2019",0,"A","04/13/2020 16:18","AMCR","Corvus brachyrhynchos","American Crow","Corvidae",1458,"Building nest",,527
2019,"LEWI","Parkwide","YEON","Active","Biennial",,"YEON.TO","Origin","Active",16250,"5/29/2019",0,"A","04/13/2020 16:18","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Nestlings",,535
2019,"MORA","Low","4001","Active","Annual","1","4001.TO","Origin","Active",15322,"6/4/2019",0,"A","04/13/2020 16:18","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,531
2019,"MORA","Low","4005","Active","Annual","1","4005.TO","Origin","Active",15379,"6/5/2019",0,"A","04/13/2020 16:18","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Nestlings",,536
2019,"NOCA","High","1014","Active","Annual","1","1014.TO","Origin","Active",16410,"7/27/2019",1,"A","04/13/2020 16:18","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings",,548
2019,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",15120,"6/17/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,530
2019,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",15120,"6/17/2019",0,"A","04/13/2020 16:18","WEWP","Contopus sordidulus","Western Wood-Pewee","Tyrannidae",1350,"Eggs observed",,542
2019,"NOCA","Low","1020","Active","Annual","1","1020.WW01","Survey","Active",15111,"6/17/2019",0,"A","04/13/2020 16:18","WEWP","Contopus sordidulus","Western Wood-Pewee","Tyrannidae",1350,"Eggs observed",,521
2019,"NOCA","High","1021","Active","Annual","1","1021.TO","Origin","Active",15973,"7/26/2019",0,"A","04/13/2020 16:18","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,529
2019,"NOCA","Medium","1024","Active","Annual","1","1024.TO","Origin","Active",15809,"6/23/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Unknown contents",,525
2019,"NOCA","Low","1027","Active","Alternating","3","1027.TO","Origin","Active",15175,"6/16/2019",0,"A","04/13/2020 16:18","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings",,522
2019,"NOCA","Low","1029","Active","Alternating","3","1029.SW01","Survey","Active",15103,"6/5/2019",0,"A","04/13/2020 16:18","BAGO","Bucephala islandica","Barrow’s Goldeneye","Anatidae",100,"Recent fledglings","on Diablo Lake",519
2019,"NOCA","Low","1029","Active","Alternating","3","1029.TO","Origin","Active",15110,"6/5/2019",0,"A","04/13/2020 16:18","BAGO","Bucephala islandica","Barrow’s Goldeneye","Anatidae",100,"Recent fledglings","On Diablo Lake",520
2019,"NOCA","High","1040","Active","Alternating","3","1040.TO","Origin","Active",16277,"7/20/2019",0,"A","04/13/2020 16:18","YRWA","Setophaga coronata","Yellow-rumped Warbler","Fringillidae",2111,"Recent fledglings",,537
2019,"OLYM","Low","3001","Active","Annual","1","3001.TO","Origin","Active",15303,"6/8/2019",0,"A","04/13/2020 16:18","PAWR","Troglodytes pacificus","Pacific Wren","Certhiidae",1534,"Recent fledglings",,524
2019,"OLYM","Medium","3122","Active","Annual","1","3122.TO","Origin","Active",16232,"7/31/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,532
2019,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",16401,"7/4/2019",0,"A","04/13/2020 16:18","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Recent fledglings",,546
2019,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",16401,"7/4/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,547
2019,"OLYM","High","3127","Active","Annual","1","3127.TO","Origin","Active",16284,"7/25/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,540
2019,"OLYM","Low","3134","Active","Annual","1","3134.TO","Origin","Active",15075,"6/4/2019",0,"A","04/13/2020 16:18","CORA","Corvus corax","Common Raven","Corvidae",1471,"Building nest",,518
2019,"OLYM","Low","3134","Active","Annual","1","3134.TO","Origin","Active",15075,"6/4/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,517
2019,"OLYM","High","3147","Active","Alternating","3","3147.TO","Origin","Active",15830,"7/9/2019",0,"A","04/13/2020 16:18","TOSO","Myadestes townsendi","Townsend’s Solitaire","Muscicapidae",1636,"Recent fledglings",,526
2019,"OLYM","Medium","3150","Active","Alternating","3","3150.TO","Origin","Active",15166,"6/19/2019",0,"A","04/13/2020 16:18","BTPI","Patagioenas fasciata","Band-tailed Pigeon","Columbidae",183,"Eggs observed",,541
2019,"OLYM","Medium","3154","Active","Alternating","3","3154.TO","Origin","Active",16242,"7/29/2019",0,"A","04/13/2020 16:18","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,533
2019,"OLYM","Medium","3154","Active","Alternating","3","3154.TO","Origin","Active",16242,"7/29/2019",0,"A","04/13/2020 16:18","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,534
2018,"MORA","Medium","4012","Active","Annual","1","4012.TO","Origin","Active",13575,"6/28/2018",0,"A","04/12/2019 14:15","UNBI","Aves","Unidentified bird",,2262,"Nestlings",,511
2018,"MORA","High","4019","Active","Alternating","2","4019.TO","Origin","Active",14562,"7/7/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,510
2018,"MORA","High","4027","Active","Alternating","2","4027.TO","Origin","Active",14372,"7/19/2018",0,"A","04/12/2019 14:15","CHSP","Spizella passerina","Chipping Sparrow","Fringillidae",1894,"Recent fledglings",,509
2018,"MORA","High","4027","Active","Alternating","2","4027.TO","Origin","Active",14372,"7/19/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,508
2018,"NOCA","Medium","1003","Active","Alternating","2","1003.TO","Origin","Active",15044,"7/5/2018",0,"A","04/12/2019 14:15","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Recent fledglings",,516
2018,"NOCA","Medium","1003","Active","Alternating","2","1003.TO","Origin","Active",13791,"7/6/2018",0,"A","04/12/2019 14:15","CBCH","Poecile rufescens","Chestnut-backed Chickadee","Paridae",1505,"Recent fledglings",,487
2018,"NOCA","High","1007","Active","Alternating","2","1007.TO","Origin","Active",14081,"7/19/2018",0,"A","04/12/2019 14:15","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,495
2018,"NOCA","High","1008","Active","Alternating","2","1008.TO","Origin","Active",14222,"7/16/2018",0,"A","04/12/2019 14:15","DUFL","Empidonax oberholseri","Dusky Flycatcher","Tyrannidae",1368,"Nestlings",,503
2018,"NOCA","Medium","1018","Active","Annual","1","1018.TO","Origin","Active",14155,"6/24/2018",0,"A","04/12/2019 14:15","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"Nestlings","At pt NW08, in leaning ~25cm DBH Silver fir snag",507
2018,"NOCA","Medium","1018","Active","Annual","1","1018.TO","Origin","Active",14264,"6/27/2018",0,"A","04/12/2019 14:15","RBSA","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae",1006,"Nestlings",,504
2018,"NOCA","Medium","1018","Active","Annual","1","1018.TO","Origin","Active",14155,"6/24/2018",0,"A","04/12/2019 14:15","RBSA","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae",1006,"Nestlings","At pt NW08",506
2018,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",13968,"6/16/2018",0,"A","04/12/2019 14:15","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Building nest",,490
2018,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",13968,"6/16/2018",0,"A","04/12/2019 14:15","RBNU","Sitta canadensis","Red-breasted Nuthatch","Sittidae",1516,"Nestlings",,491
2018,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",14304,"6/17/2018",0,"A","04/12/2019 14:15","UNWO","Picinae","Unidentified woodpecker","Picidae",1043,"Nestlings",,505
2018,"NOCA","Low","1020","Active","Annual","1","1020.TO","Origin","Active",13968,"6/16/2018",0,"A","04/12/2019 14:15","WEWP","Contopus sordidulus","Western Wood-Pewee","Tyrannidae",1350,"Eggs observed",,489
2018,"OLYM","Medium","3122","Active","Annual","1","3122.TO","Origin","Active",14948,"7/28/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,512
2018,"OLYM","Medium","3123","Active","Annual","1","3123.TO","Origin","Active",13689,"7/5/2018",0,"A","04/12/2019 14:15","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Recent fledglings",,484
2018,"OLYM","High","3124","Active","Annual","1","3124.TO","Origin","Active",14039,"7/17/2018",0,"A","04/12/2019 14:15","HETH","Catharus guttatus","Hermit Thrush","Muscicapidae",1661,"Nestlings",,493
2018,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",14188,"7/24/2018",0,"A","04/12/2019 14:15","AMPI","Anthus rubescens","American Pipit","Passeridae",1757,"Nestlings",,496
2018,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",14188,"7/24/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,498
2018,"OLYM","High","3125","Active","Annual","1","3125.TO","Origin","Active",14188,"7/24/2018",0,"A","04/12/2019 14:15","RBNU","Sitta canadensis","Red-breasted Nuthatch","Sittidae",1516,"Recent fledglings",,497
2018,"OLYM","Low","3126","Active","Annual","1","3126.TO","Origin","Active",13486,"6/24/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,481
2018,"OLYM","Medium","3133","Active","Alternating","2","3133.TO","Origin","Active",14976,"7/27/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Nestlings",,514
2018,"OLYM","Medium","3133","Active","Alternating","2","3133.TO","Origin","Active",14976,"7/27/2018",0,"A","04/12/2019 14:15","PSFL","Empidonax difficilis","Pacific-slope Flycatcher","Tyrannidae",1370,"Recent fledglings",,513
2018,"OLYM","Low","3134","Active","Annual","1","3134.TO","Origin","Active",13376,"6/5/2018",0,"A","04/12/2019 14:15","AMRO","Turdus migratorius","American Robin","Muscicapidae",1681,"Building nest",,477
2018,"OLYM","Low","3134","Active","Annual","1","3134.TO","Origin","Active",13376,"6/5/2018",0,"A","04/12/2019 14:15","HAWO","Picoides villosus","Hairy Woodpecker","Picidae",1016,"Nestlings",,478
2018,"OLYM","Low","3134","Active","Annual","1","3134.TO","Origin","Active",13376,"6/5/2018",0,"A","04/12/2019 14:15","RUGR","Bonasa umbellus","Ruffed Grouse","Phasianidae",152,"Recent fledglings",,482
2018,"OLYM","Low","3134","Active","Annual","1","3134.TO","Origin","Active",13376,"6/5/2018",0,"A","04/12/2019 14:15","TRES","Tachycineta bicolor","Tree Swallow","Hirundinidae",1478,"Unknown contents",,483
2018,"OLYM","Medium","3135","Active","Alternating","2","3135.TO","Origin","Active",13924,"7/13/2018",0,"A","04/12/2019 14:15","CAJA","Perisoreus canadensis","Gray Jay","Corvidae",1427,"Recent fledglings",,488
2018,"OLYM","Medium","3137","Active","Alternating","2","3137.TO","Origin","Active",13675,"7/4/2018",0,"A","04/12/2019 14:15","VATH","Ixoreus naevius","Varied Thrush","Turdidae",1687,"Recent fledglings",,515
2018,"OLYM","Low","3138","Active","Alternating","2","3138.TO","Origin","Active",13406,"6/5/2018",0,"A","04/12/2019 14:15","DOWO","Picoides pubescens","Downy Woodpecker","Picidae",1012,"Nestlings",,480
2018,"OLYM","High","3139","Active","Alternating","2","3139.TO","Origin","Active",14209,"7/23/2018",0,"A","04/12/2019 14:15","DEJU","Junco hyemalis","Dark-eyed Junco","Fringillidae",1910,"Recent fledglings",,500
2018,"OLYM","High","3139","Active","Alternating","2","3139.TO","Origin","Active",14209,"7/23/2018",0,"A","04/12/2019 14:15","GCKI","Regulus satrapa","Golden-crowned Kinglet","Regulidae",1587,"Recent fledglings",,499
2018,"OLYM","High","3139","Active","Alternating","2","3139.TO","Origin","Active",14209,"7/23/2018",0,"A","04/12/2019 14:15","RBNU","Sitta canadensis","Red-breasted Nuthatch","Sittidae",1516,"Recent fledglings",,501
2018,"OLYM","High","3139","Active","Alternating","2","3139.TO","Origin","Active",14209,"7/23/2018",0,"A","04/12/2019 14:15","SOGR","Dendragapus fuliginosus","Sooty Grouse","Phasianidae",160,"Recent fledglings",,502
