"Rare_bird_obs_ID","Obs_year","Park_code","Species","Sci_name","Com_name","Taxon_family","Taxon_sort","Obs_date_str","Obs_time_str","Observer_1","Observer_2","Group_size","Nest_activity","Obs_distance_m","Rare_obs_notes","Location_name","Point_code","UTME_public","UTMN_public","Public_offset","UTM_east","UTM_north","Coord_type","Datum","Est_horiz_error","Elevation_m","Field_UTME","Field_UTMN","Field_datum","Field_horiz_error","Field_coord_source","GPS_model","GPS_file_name","Coordinate_notes","Obs_excluded","DPL_code","DPL_date_str","QA_notes"
678,2020,"OLYM","GCRF","Leucosticte tephrocotis","Gray-crowned Rosy-Finch","Fringillidae",1826,"5/29/2020","07:00","Holmgren_Mandy","McMahon_Quinn",1,"No nest observed",,"We heard the call of a GCRF flying overhead- dry, harsh, single call notes, somewhat reminiscent of a House Sparrow, but harsher.","Hurricane Ridge",,,,,,,,"NAD83",,,463045,5313070,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
681,2020,"OLYM","GHOW","Bubo virginianus","Great Horned Owl","Strigidae",892,"6/26/2020","04:30","Holmgren_Mandy","Ray_Katelyn",1,"No nest observed",50,"We heard (and saw) a GHOW right near the Wolf Creek Trailhead. It was doing the classic ""who-who-whoo whoo whoo"" call. We also saw it silhouetted on a tree- a large owl with prominent ear tufts.","Wolf Creek TH, Hurricane Ridge",,,,,,,,"NAD83",,,462062,5313340,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
677,2020,"OLYM","GOEA","Aquila chrysaetos","Golden Eagle","Accipitridae",821,"6/26/2020","18:00","Holmgren_Mandy","Ray_Katelyn",1,"No nest observed",100,"We saw an eagle flying above the meadows/rocky area on Hurricane Hill to Elwha Trail. It flew with a slight dihedral and was all dark underneath, except for a bit of white on its tail. We could see the gold on the back of its head.","Hurricane Hill to Elwha Trail",,,,,,,,"NAD83",,,459305,5315950,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
656,2020,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"6/13/2020","05:00","Lane_Fanter","Hamm_Kelsey",2,"No nest observed",36,"Two heard at same time at TO in the morning before starting transect. Both Kelsey and I heard single birds during point counts but can't be sure if they were different individuals. Seabird like sounding squaking repeated many times in a series.","3155TO","3155.TO",,,,,,,"NAD83",,,465726,5296248,"NAD83",4,"GPS","Garmin GPS 60 series","3155TO",,0,"A","04/27/2021 15:30",
661,2020,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"7/11/2020","05:23","Ray_Katelyn","Holmgren_Mandy",2,"No nest observed",550,"~550m away-multiple overlapping keers, indicating at least two individuals.","Burdick Creek, Dosewallips","3168.EE01",,,,,,,"NAD83",,,480459,5292258,"NAD83",6,"GPS","Garmin GPS 60 series","3168EE01",,0,"A","04/27/2021 15:30",
664,2020,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"6/4/2020","05:02","Ray_Katelyn","Holmgren_Mandy",1,"No nest observed",,"Keer calls early in the morning.","13mi up Hoh River Trail",,,,,,,,"NAD83",,,448320,5302132,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
668,2020,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"6/25/2020","04:30","Ray_Katelyn","Holmgren_Mandy",1,"No nest observed",,"Brief keer calls while hiking to TO.","Aurora Ridge trail",,,,,,,,"NAD83",,,433329,5320949,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
670,2020,"OLYM","MAMU","Brachyramphus marmoratus","Marbled Murrelet","Laridae",586,"6/27/2020","05:56","Ray_Katelyn",,2,"No nest observed",326,"Multiple overalpping keer calls, quite close, with some groans. Birds heard 3 times during course of morning, last at 0720.","Elwha","3167.SS02",,,,,,,"NAD83",,,456794,5315746,"NAD83",4,"GPS","Garmin GPS 60 series","3167SS02",,0,"A","04/27/2021 15:30",
652,2020,"OLYM","NOGO","Accipiter gentilis","Northern Goshawk","Accipitridae",836,"7/23/2020","14:35","Hamm_Kelsey","Lane_Fanter",1,"No nest observed",24,"Called while we were at a distance and was unable to identify it until it called again and it was perched in a tree above the trail. We saw it fly off. It appeared to be in juvenile plumage with uneven barring on the tail.","Barnes Creek Trail",,,,,,,,"NAD83",,,444703,5319647,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
673,2020,"OLYM","NOGO","Accipiter gentilis","Northern Goshawk","Accipitridae",836,"7/11/2020","05:26","Holmgren_Mandy","Ray_Katelyn",1,"Recent fledglings",160,"I heard at least one adult NOGO calling, and also at least one juvenile. The adult was a steady, wild-sounding version of a flicker pattern. The juvenile(s) was doing high-pitched, loud calls. Near a known historic nesting site.","Burdick Creek, Dosewallips","3168.SE01",,,,,,,"NAD83",,,480406,5292136,"NAD83",6,"GPS","Garmin GPS 60 series","3168SE01",,0,"A","04/27/2021 15:30",
667,2020,"OLYM","NOHA","Circus cyaneus","Northern Harrier","Accipitridae",826,"7/30/2020","12:30","Ray_Katelyn",,1,"No nest observed",182,"Long-winked, low-flying, reddish brown hawk. White rump patch.","7-Lakes trail before Lunch Lake Junction",,,,,,,,"NAD83",,,440780,5306804,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
665,2020,"OLYM","ROWR","Salpinctes obsoletus","Rock Wren","Certhiidae",1521,"6/29/2020","09:23","Ray_Katelyn",,1,"No nest observed",,"Distinctive and loud, varied/phrased song. Ringing and wren-like.","Klahhane Ridge, Victor Pass",,,,,,,,"NAD83",,,465735,5315651,"NAD83",,"Map","None",,,0,"A","04/27/2021 15:30",
675,2020,"OLYM","WEBL","Sialia mexicana","Western Bluebird","Muscicapidae",1633,"7/13/2020","06:31","Holmgren_Mandy",,1,"No nest observed",60,"I heard at least one WEBL flying by in the Hayes Burn- ""pew pew"" notes, not as low or otherwordly as MOBLs.","Hayes Burn, near Hayden Pass","3171.NE03",,,,,,,"NAD83",,,473214,5292551,"NAD83",3,"GPS","Garmin GPS 60 series","3171NE03",,0,"A","04/27/2021 15:30",
645,2019,"LEWI","BLPH","Sayornis nigricans","Black Phoebe","Tyrannidae",1377,"5/29/2019","05:30","Holmgren_Mandy","Ray_Katelyn",1,"No nest observed",20,"There was a BLPH hanging out near the water (pond) at the Yeon property- it was mostly calling (incessantly) and doing a lot of flycatching- it was dark (almost black) with a white belly. The call was a very distinctive, loud, clear, slightly descending note, done fairly regularly.","Yeon","YEON.093",,,,,,,"NAD83",,,427766,5104886,"NAD83",8,"GPS","Garmin GPS 60 series","YEON093",,0,"A","04/13/2020 16:22",
646,2019,"LEWI","PEFA","Falco peregrinus","Peregrine Falcon","Falconidae",1061,"5/28/2019","06:55","Holmgren_Mandy","Schumaker_Matthew",1,"No nest observed",200,"We heard a loud, raucous call from some cliffs near the campground at Cape Disappointment. We saw a large bird fly in and land on the cliffs- the bird was far away, but we could still make out the black helmet on the head. Possible nest site? We couldn't see an actual nest or young though.","Cape Disappointment","CADI.072",,,,,,,"NAD83",,,417616,5126961,"NAD83",3,"GPS","Garmin GPS 60 series","CADI072",,0,"A","04/13/2020 16:22",
644,2019,"MORA","CONI","Chordeiles minor","Common Nighthawk","Caprimulgidae",256,"6/4/2019","04:55","Holmgren_Mandy","McElroy_Collin",1,"No nest observed",60,"We heard the ""peent"" calls of a CONI flying overhead in its typical erratic flight pattern (that we saw in addition to hearing), predawn.","Nisqually",,,,,,,,"NAD83",,,583100,5176750,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
623,2019,"MORA","NAWA","Oreothlypis ruficapilla","Nashville Warbler","Fringillidae",2071,"6/29/2019","10:30","Holmgren_Mandy",,1,"No nest observed",20,"I heard the diagnostic two-parted song of a NAWA- the first part with two notes (piz-za, piz-za, piz-za), followed by a series of very fast notes, almost a trill. Fairly high-pitched and thin, though not so much as a Yellow Warbler.","Just below (S of) Owyhigh Lakes",,,,,,,,"NAD83",,,607800,5190250,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
642,2019,"NOCA","ATTW","Picoides dorsalis","American Three-toed Woodpecker","Picidae",1009,"7/15/2019","14:00","Ray_Katelyn",,2,"No nest observed",,"Two ATTWs hopping around, foraging in some standing dead trees, about 0.5 miles from Hozomeen Lake Trailhead. I got clear views of their barred flanks and saw a yellow spot on the top of one's head. Heard high-pitched, slightly squeaky calls.","Hozomeen Lake Trailhead",,,,,,,,"NAD83",,,,,,,"Map","None",,,0,"A","04/13/2020 16:22",
624,2019,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"6/15/2019","05:04","Holmgren_Mandy","Perlman_Kathryn",2,"No nest observed",42,"I heard the twittering of a small group of Black Swifts flying overhead- lower-pitched than VASWs, a bit similar to the tone of crossbills, but faster and more twittery.","Bridge Creek area","1015.NN01",,,,,,,"NAD83",,,655984,5366356,"NAD83",10,"GPS","Garmin GPS 60 series","1015NN01",,0,"A","04/13/2020 16:22",
625,2019,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"6/16/2019","05:59","Holmgren_Mandy",,2,"No nest observed",57,"I heard the twittering of Black Swifts flying overhead- lower-pitched than VASWs, almost a bit more of the same tone as crossbills, but faster and more twittery.","Bridge Creek Trailhead","1027.WW03",,,,,,,"NAD83",,,658878,5363209,"NAD83",4,"GPS","Garmin GPS 60 series","1027WW03",,0,"A","04/13/2020 16:22",
637,2019,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"6/15/2019","08:24","Ray_Katelyn",,2,"No nest observed",235,"At final point on transect, I briefly saw 2 BLSWs flying. Long, sickle-shaped wings and slow wingbeats/flight.","Park Creek Pass Trail, near old Stehekin Rd.","1015.WW11",,,,,,,"NAD83",,,654109,5366133,"NAD83",4,"GPS","Garmin GPS 60 series","1015WW11",,0,"A","04/13/2020 16:22",
640,2019,"NOCA","BLSW","Cypseloides niger","Black Swift","Apodidae",282,"6/23/2019","05:44","Ray_Katelyn",,9,"No nest observed",,"I heard vocalizations I initially thought were RECRs, then I saw flock of 9 BLSWs flying up valley in a semi-direct flight pattern. Long, dark wings/bodies and slow wingbeats/flight confirmed them as BLSWs.","Near South Fork Camp, Bridge Creek Trail","1024.SW02",,,,,,,"NAD83",,,664530,5370274,"NAD83",3,"GPS","Garmin GPS 60 series","1024SW02",,0,"A","04/13/2020 16:22",
633,2019,"NOCA","BUOR","Icterus bullockii","Bullock's Oriole","Fringillidae",2020,"5/16/2019","06:30","Holmgren_Mandy","Ray_Katelyn",1,"No nest observed",35,"We heard the chatter of an oriole first, then heard it sing once before it flew (mainly just seeing a flash of orange as it flew farther away). The song was a somewhat harsh, whistly, loud bunch of notes in a definite pattern (separate notes, kooo koo-koo-kooo, peka peka).","Colonial Creek",,,,,,,,"NAD83",,,640150,5394700,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
632,2019,"NOCA","BUOR","Icterus bullockii","Bullock's Oriole","Fringillidae",2020,"5/7/2019","08:05","Holmgren_Mandy","Ray_Katelyn",1,"No nest observed",25,"We heard the chattery rattles of an oriole from the top of a cottonwood, then we got very good looks at it- bright orange body with some black and white on its back and wings, long pointy bill. Unmistakeable.","Newhalem Ponds",,,,,,,,"NAD83",,,627700,5392300,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
636,2019,"NOCA","CANW","Catherpes mexicanus","Canyon Wren","Certhiidae",1524,"5/11/2019","06:15","Holmgren_Mandy","Ray_Katelyn",1,"No nest observed",100,"We heard the descending song of a Canyon wren- clear notes spiraling downward- in the steep boulder field near Harlequin Bridge.","Harlequin","1020.EE06a",,,,,,,"NAD83",,,669245,5357787,"NAD83",5,"GPS","Garmin GPS 60 series","1020EE06a",,0,"A","04/13/2020 16:22",
638,2019,"NOCA","COLO","Gavia immer","Common Loon","Gaviidae",670,"7/15/2019","15:00","Ray_Katelyn",,2,"Recent fledglings",,"Two adults and one recent fledgling residing in Hozomeen Lake. Heard the haunting vocalizations multiple times and watched the birds forage for 3+ hours from the day use area of Hozomeen Lake Camp. Adults displayed classic long black bill, black and white body, black heads. Chick was dark brown and swimming freely on its own.","Hozomeen Lake",,,,,,,,"NAD83",,,643700,5424400,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
635,2019,"NOCA","LEFL","Empidonax minimus","Least Flycatcher","Tyrannidae",1364,"6/21/2019","05:04","Holmgren_Mandy","Perlman_Kathryn",1,"No nest observed",30,"I heard the classic ""che-bek, che-bek, che-bek"" repeatedly in fairly rapid succession, of a LEFL, very distinctive from other empids. He was singing every time I walked by there over the course of 4 days. Video available if needed.","Stehekin Maintenance Yard","1020.EE03",,,,,,,"NAD83",,,669140,5357362,"NAD83",6,"GPS","Garmin GPS 60 series","1020EE03",,0,"A","04/13/2020 16:22",
639,2019,"NOCA","LISP","Melospiza lincolnii","Lincoln’s Sparrow","Fringillidae",1950,"7/20/2019","06:58","Ray_Katelyn",,1,"No nest observed",,"Heard the classic stuttery LISP vocalization briefly during point count. I walked past point on my way back to camp and was able to hear vocalization multiple times.","Reynold's Camp","1032.NN04",,,,,,,"NAD83",,,679207,5358689,"NAD83",3,"GPS","Garmin GPS 60 series","1032NN04",,0,"A","04/13/2020 16:22",
643,2019,"NOCA","LISP","Melospiza lincolnii","Lincoln’s Sparrow","Fringillidae",1950,"7/16/2019","00:00","Ray_Katelyn",,1,"No nest observed",,"Heard the classic stuttery song of a LISP multiple times in a shrubby section of trail when I walked through.","Bucker Camp, south of Park Creek Pass",,,,,,,,"NAD83",,,,,,,"Map","None",,,0,"A","04/13/2020 16:22",
634,2019,"NOCA","WESO","Megascops kennicottii","Western Screech-Owl","Strigidae",878,"5/12/2019","05:00","Holmgren_Mandy",,1,"No nest observed",70,"I heard the classic bouncing ball call of a screech-owl, accelerating as it neared the end, several times near Harlequin Camp.","Harlequin Campground",,,,,,,,"NAD83",,,669350,5357500,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
641,2019,"NOCA","WTPT","Lagopus leucura","White-tailed Ptarmigan","Phasianidae",158,"7/22/2019","00:00","Ray_Katelyn","Perlman_Kathryn",2,"Recent fledglings",,"Two adults plus 6+ fledglings, apparently of 2 different ages, judging from the size, seen foraging around the lookout. Adults had fluffy white feet and mottled gray/brown bodies. Chicks were similar-colored and blended in very well with the rocks.","Copper Ridge Lookout","1037.EE13",,,,,,,"NAD83",,,612660,5418394,"NAD83",3,"GPS","Garmin GPS 60 series","1037EE13",,0,"A","04/13/2020 16:22",
629,2019,"OLYM","AMPI","Anthus rubescens","American Pipit","Passeridae",1757,"5/1/2019","10:00","Ray_Katelyn",,1,"No nest observed",,"Was called over to the river by a crew member to ID a bird that sounded like an AMPI. After finding bird, it was clear it was an AMPI by its long legs/body/tail, buffy cheek stripe, and streaky breast. Exhibited classic tail wagging behavior. AMPI isn't rare in the highcountry, but it is unusual in the river valleys, which is why we are doing a rare bird report for it.","Enchanted Valley",,,,,,,,"NAD83",,,470893,5280038,"NAD83",,"Map","None",,,0,"A","04/13/2020 16:22",
626,2019,"OLYM","CLNU","Nucifraga columbiana","Clark’s Nutcracker","Corvidae",1453,"7/23/2019","08:52","Holmgren_Mandy",,1,"No nest observed",54,"I heard the loud, grating calls of a CLNU- louder and harsher than those of a STJA. Hard to miss.","Sunnybrook Meadows","3124.SE06",,,,,,,"NAD83",,,485688,5289428,"NAD83",10,"GPS","Garmin GPS 60 series","3124SE06",,0,"A","04/13/2020 16:22",
